Annual Spend (k$),Purchase Frequency (Score),True Label
91.76992814988829,3.1694241721983976,Premium
97.6556373221257,8.541385715608792,Premium
88.6373251011699,4.496441172600672,Premium
75.81278200919512,2.3003112610704166,Premium
101.60671633088491,2.2878323481822656,Premium
86.43132474438785,3.0446851064697666,Premium
94.57959651492784,4.667324210573897,Premium
105.75079888515799,2.979967202290506,Premium
79.60250129413258,2.042472568435385,Premium
76.11413479847776,4.754600986089704,Premium
